,county_desc,election_date,stats_type,precinct_abbrv,party_cd,race_code,ethnic_code,sex_code,age,total_voters,update_date
337003,MECKLENBURG,07/26/2022,voter,243,UNA,O,UN,F,Age 18 - 25,9,07/27/2022
337008,MECKLENBURG,07/26/2022,voter,211,UNA,M,HL,F,Age 26 - 40,2,07/27/2022
337011,MECKLENBURG,07/26/2022,voter,145,REP,W,UN,M,Age 18 - 25,27,07/27/2022
337024,MECKLENBURG,07/26/2022,voter,239,DEM,A,NL,F,Age 26 - 40,7,07/27/2022
337030,MECKLENBURG,07/26/2022,voter,217,REP,W,UN,M,Age 18 - 25,5,07/27/2022
337035,MECKLENBURG,07/26/2022,voter,208,LIB,O,HL,M,Age 41 - 65,1,07/27/2022
337039,MECKLENBURG,07/26/2022,voter,018,DEM,I,NL,F,Age 41 - 65,1,07/27/2022
337059,MECKLENBURG,07/26/2022,voter,034,UNA,A,NL,M,Age Over 66,1,07/27/2022
337060,MECKLENBURG,07/26/2022,voter,145,UNA,A,NL,F,Age 18 - 25,14,07/27/2022
337062,MECKLENBURG,07/26/2022,voter,069,REP,U,NL,F,Age 41 - 65,4,07/27/2022
337089,MECKLENBURG,07/26/2022,voter,085,DEM,U,UN,U,Age 41 - 65,5,07/27/2022
337100,MECKLENBURG,07/26/2022,voter,009,UNA,W,HL,F,Age 41 - 65,4,07/27/2022
337104,MECKLENBURG,07/26/2022,voter,044,DEM,M,NL,F,Age 26 - 40,1,07/27/2022
337107,MECKLENBURG,07/26/2022,voter,072,UNA,B,NL,F,Age 26 - 40,3,07/27/2022
337120,MECKLENBURG,07/26/2022,voter,089,DEM,O,NL,M,Age 41 - 65,8,07/27/2022
337124,MECKLENBURG,07/26/2022,voter,239,DEM,B,NL,M,Age 26 - 40,108,07/27/2022
337127,MECKLENBURG,07/26/2022,voter,129,UNA,B,NL,F,Age 26 - 40,28,07/27/2022
337128,MECKLENBURG,07/26/2022,voter,052,DEM,B,NL,M,Age 41 - 65,239,07/27/2022
337130,MECKLENBURG,07/26/2022,voter,045,DEM,O,UN,M,Age 18 - 25,1,07/27/2022
337133,MECKLENBURG,07/26/2022,voter,091,DEM,U,HL,F,Age 41 - 65,1,07/27/2022
337161,MECKLENBURG,07/26/2022,voter,094,DEM,W,UN,F,Age Over 66,8,07/27/2022
337165,MECKLENBURG,07/26/2022,voter,213,DEM,A,UN,M,Age 18 - 25,1,07/27/2022
337182,MECKLENBURG,07/26/2022,voter,063,REP,B,NL,F,Age 18 - 25,2,07/27/2022
337200,MECKLENBURG,07/26/2022,voter,220,LIB,U,UN,U,Age 18 - 25,1,07/27/2022
337211,MECKLENBURG,07/26/2022,voter,022,UNA,W,UN,U,Age 41 - 65,3,07/27/2022
337213,MECKLENBURG,07/26/2022,voter,067,UNA,W,NL,F,Age Over 66,33,07/27/2022
337215,MECKLENBURG,07/26/2022,voter,116,DEM,B,UN,M,Age 18 - 25,13,07/27/2022
337242,MECKLENBURG,07/26/2022,voter,140,DEM,W,HL,F,Age 18 - 25,1,07/27/2022
337251,MECKLENBURG,07/26/2022,voter,241,DEM,B,NL,U,Age 26 - 40,5,07/27/2022
337272,MECKLENBURG,07/26/2022,voter,145,DEM,W,UN,F,Age Over 66,39,07/27/2022
337284,MECKLENBURG,07/26/2022,voter,235,DEM,W,HL,U,Age 18 - 25,1,07/27/2022
337294,MECKLENBURG,07/26/2022,voter,243,DEM,A,NL,M,Age 18 - 25,8,07/27/2022
337305,MECKLENBURG,07/26/2022,voter,054,UNA,A,UN,F,Age 41 - 65,2,07/27/2022
337324,MECKLENBURG,07/26/2022,voter,129,DEM,B,UN,M,Age Over 66,2,07/27/2022
337332,MECKLENBURG,07/26/2022,voter,118,DEM,B,UN,M,Age 41 - 65,8,07/27/2022
337337,MECKLENBURG,07/26/2022,voter,080,UNA,U,UN,F,Age 18 - 25,4,07/27/2022
337345,MECKLENBURG,07/26/2022,voter,149,UNA,B,NL,F,Age Over 66,17,07/27/2022
337355,MECKLENBURG,07/26/2022,voter,097,DEM,W,UN,F,Age 26 - 40,8,07/27/2022
337367,MECKLENBURG,07/26/2022,voter,113,REP,U,UN,F,Age 41 - 65,3,07/27/2022
337380,MECKLENBURG,07/26/2022,voter,109,DEM,B,NL,M,Age Over 66,3,07/27/2022
337382,MECKLENBURG,07/26/2022,voter,212,UNA,W,NL,U,Age 41 - 65,6,07/27/2022
337383,MECKLENBURG,07/26/2022,voter,101,UNA,O,NL,F,Age 41 - 65,4,07/27/2022
337384,MECKLENBURG,07/26/2022,voter,150,REP,W,UN,U,Age 26 - 40,1,07/27/2022
337386,MECKLENBURG,07/26/2022,voter,210,REP,W,UN,F,Age 26 - 40,4,07/27/2022
337390,MECKLENBURG,07/26/2022,voter,243,REP,O,HL,F,Age 41 - 65,12,07/27/2022
337394,MECKLENBURG,07/26/2022,voter,128,DEM,W,NL,F,Age 41 - 65,89,07/27/2022
337399,MECKLENBURG,07/26/2022,voter,226,DEM,U,UN,M,Age 26 - 40,3,07/27/2022
337404,MECKLENBURG,07/26/2022,voter,069,REP,W,HL,F,Age 18 - 25,1,07/27/2022
337406,MECKLENBURG,07/26/2022,voter,056,LIB,U,UN,U,Age 18 - 25,1,07/27/2022
337409,MECKLENBURG,07/26/2022,voter,140,UNA,O,NL,F,Age 18 - 25,8,07/27/2022
337420,MECKLENBURG,07/26/2022,voter,033,DEM,B,NL,F,Age 41 - 65,94,07/27/2022
337439,MECKLENBURG,07/26/2022,voter,149,UNA,B,HL,F,Age 26 - 40,1,07/27/2022
337443,MECKLENBURG,07/26/2022,voter,057,UNA,O,UN,F,Age 26 - 40,1,07/27/2022
337447,MECKLENBURG,07/26/2022,voter,202,DEM,U,NL,M,Age 26 - 40,1,07/27/2022
337458,MECKLENBURG,07/26/2022,voter,081,UNA,A,UN,F,Age 41 - 65,1,07/27/2022
337459,MECKLENBURG,07/26/2022,voter,110,DEM,U,UN,M,Age Over 66,1,07/27/2022
337465,MECKLENBURG,07/26/2022,voter,219,REP,U,HL,F,Age 26 - 40,2,07/27/2022
337482,MECKLENBURG,07/26/2022,voter,065,DEM,O,NL,F,Age Over 66,3,07/27/2022
337484,MECKLENBURG,07/26/2022,voter,006,DEM,M,UN,M,Age Over 66,1,07/27/2022
337492,MECKLENBURG,07/26/2022,voter,223.1,UNA,B,NL,U,Age 41 - 65,2,07/27/2022
337501,MECKLENBURG,07/26/2022,voter,145,UNA,U,UN,U,Age 18 - 25,90,07/27/2022
337516,MECKLENBURG,07/26/2022,voter,210,UNA,M,UN,M,Age 41 - 65,2,07/27/2022
337522,MECKLENBURG,07/26/2022,voter,015,UNA,M,NL,F,Age 18 - 25,3,07/27/2022
337537,MECKLENBURG,07/26/2022,voter,051,DEM,B,NL,M,Age 26 - 40,17,07/27/2022
337565,MECKLENBURG,07/26/2022,voter,241,UNA,A,UN,U,Age 26 - 40,2,07/27/2022
337570,MECKLENBURG,07/26/2022,voter,088,DEM,W,UN,F,Age Over 66,9,07/27/2022
337586,MECKLENBURG,07/26/2022,voter,011,DEM,B,UN,M,Age 26 - 40,101,07/27/2022
337597,MECKLENBURG,07/26/2022,voter,149,LIB,M,HL,M,Age 26 - 40,1,07/27/2022
337607,MECKLENBURG,07/26/2022,voter,116,REP,U,HL,M,Age 41 - 65,1,07/27/2022
337624,MECKLENBURG,07/26/2022,voter,021,UNA,W,UN,M,Age 41 - 65,20,07/27/2022
337653,MECKLENBURG,07/26/2022,voter,239,REP,O,HL,M,Age 26 - 40,3,07/27/2022
337689,MECKLENBURG,07/26/2022,voter,015,UNA,O,HL,F,Age 26 - 40,8,07/27/2022
337701,MECKLENBURG,07/26/2022,voter,025,DEM,O,UN,M,Age 26 - 40,2,07/27/2022
337719,MECKLENBURG,07/26/2022,voter,017,DEM,A,NL,M,Age 18 - 25,1,07/27/2022
337733,MECKLENBURG,07/26/2022,voter,083,UNA,W,NL,F,Age 41 - 65,68,07/27/2022
337763,MECKLENBURG,07/26/2022,voter,210,DEM,B,NL,U,Age 18 - 25,4,07/27/2022
337773,MECKLENBURG,07/26/2022,voter,055,UNA,B,UN,F,Age 18 - 25,12,07/27/2022
337784,MECKLENBURG,07/26/2022,voter,150,LIB,W,NL,F,Age 26 - 40,2,07/27/2022
337799,MECKLENBURG,07/26/2022,voter,061,DEM,W,UN,F,Age 41 - 65,10,07/27/2022
337807,MECKLENBURG,07/26/2022,voter,241,DEM,W,HL,M,Age 26 - 40,3,07/27/2022
337820,MECKLENBURG,07/26/2022,voter,098,DEM,W,NL,F,Age 18 - 25,8,07/27/2022
337833,MECKLENBURG,07/26/2022,voter,058,UNA,U,HL,F,Age 41 - 65,4,07/27/2022
337846,MECKLENBURG,07/26/2022,voter,215,REP,M,NL,M,Age 18 - 25,1,07/27/2022
337849,MECKLENBURG,07/26/2022,voter,107.1,UNA,O,NL,F,Age 18 - 25,1,07/27/2022
337875,MECKLENBURG,07/26/2022,voter,219,UNA,B,UN,M,Age 41 - 65,3,07/27/2022
337889,MECKLENBURG,07/26/2022,voter,010,UNA,B,NL,F,Age 18 - 25,1,07/27/2022
337911,MECKLENBURG,07/26/2022,voter,080,REP,A,NL,M,Age Over 66,3,07/27/2022
337932,MECKLENBURG,07/26/2022,voter,012,UNA,B,UN,U,Age 26 - 40,3,07/27/2022
337942,MECKLENBURG,07/26/2022,voter,095,DEM,M,UN,M,Age 41 - 65,1,07/27/2022
337955,MECKLENBURG,07/26/2022,voter,063,DEM,I,NL,F,Age 18 - 25,1,07/27/2022
337957,MECKLENBURG,07/26/2022,voter,225,DEM,B,NL,F,Age 18 - 25,17,07/27/2022
337969,MECKLENBURG,07/26/2022,voter,076,DEM,U,NL,F,Age 18 - 25,1,07/27/2022
337975,MECKLENBURG,07/26/2022,voter,223.1,UNA,W,HL,F,Age Over 66,1,07/27/2022
337978,MECKLENBURG,07/26/2022,voter,038,DEM,W,NL,F,Age 18 - 25,11,07/27/2022
338019,MECKLENBURG,07/26/2022,voter,105,REP,M,UN,M,Age 26 - 40,1,07/27/2022
338085,MECKLENBURG,07/26/2022,voter,099,DEM,B,UN,M,Age 26 - 40,50,07/27/2022
338088,MECKLENBURG,07/26/2022,voter,201,LIB,O,HL,F,Age 18 - 25,2,07/27/2022
338093,MECKLENBURG,07/26/2022,voter,020,DEM,O,UN,M,Age 26 - 40,1,07/27/2022
338100,MECKLENBURG,07/26/2022,voter,139.1,REP,A,NL,M,Age 41 - 65,4,07/27/2022
338144,MECKLENBURG,07/26/2022,voter,127,DEM,A,NL,F,Age 18 - 25,2,07/27/2022
338145,MECKLENBURG,07/26/2022,voter,109,UNA,A,NL,F,Age 18 - 25,1,07/27/2022
338148,MECKLENBURG,07/26/2022,voter,035,REP,W,NL,F,Age Over 66,39,07/27/2022
338159,MECKLENBURG,07/26/2022,voter,074,REP,B,NL,F,Age 41 - 65,3,07/27/2022
338162,MECKLENBURG,07/26/2022,voter,115,UNA,O,HL,M,Invalid Birth Dates,1,07/27/2022
338184,MECKLENBURG,07/26/2022,voter,126,DEM,U,NL,F,Age Over 66,1,07/27/2022
338191,MECKLENBURG,07/26/2022,voter,074,DEM,U,UN,M,Age Over 66,1,07/27/2022
338231,MECKLENBURG,07/26/2022,voter,112,UNA,U,UN,F,Age 26 - 40,2,07/27/2022
338241,MECKLENBURG,07/26/2022,voter,026,UNA,U,HL,F,Age 26 - 40,5,07/27/2022
338262,MECKLENBURG,07/26/2022,voter,231,UNA,O,UN,M,Age 41 - 65,3,07/27/2022
338270,MECKLENBURG,07/26/2022,voter,114,DEM,B,HL,M,Age 41 - 65,1,07/27/2022
338287,MECKLENBURG,07/26/2022,voter,149,DEM,M,UN,F,Age 18 - 25,1,07/27/2022
338297,MECKLENBURG,07/26/2022,voter,023,UNA,B,NL,F,Age 26 - 40,41,07/27/2022
338303,MECKLENBURG,07/26/2022,voter,208,DEM,W,UN,F,Age 18 - 25,18,07/27/2022
338308,MECKLENBURG,07/26/2022,voter,019,DEM,W,UN,F,Age 18 - 25,3,07/27/2022
338311,MECKLENBURG,07/26/2022,voter,015,REP,W,NL,U,Age 26 - 40,7,07/27/2022
338313,MECKLENBURG,07/26/2022,voter,123,DEM,B,NL,M,Age Over 66,70,07/27/2022
338370,MECKLENBURG,07/26/2022,voter,070,UNA,U,NL,M,Age 18 - 25,1,07/27/2022
338372,MECKLENBURG,07/26/2022,voter,145,REP,A,UN,M,Age 18 - 25,1,07/27/2022
338373,MECKLENBURG,07/26/2022,voter,066,UNA,W,NL,U,Age 41 - 65,2,07/27/2022
338377,MECKLENBURG,07/26/2022,voter,033,UNA,U,UN,M,Age 26 - 40,5,07/27/2022
338393,MECKLENBURG,07/26/2022,voter,006,UNA,B,UN,F,Age Over 66,1,07/27/2022
338405,MECKLENBURG,07/26/2022,voter,091,LIB,W,NL,F,Age 26 - 40,2,07/27/2022
338411,MECKLENBURG,07/26/2022,voter,235,UNA,M,HL,F,Age 18 - 25,3,07/27/2022
338429,MECKLENBURG,07/26/2022,voter,106,UNA,W,HL,M,Age 26 - 40,1,07/27/2022
338433,MECKLENBURG,07/26/2022,voter,036,DEM,O,NL,M,Age 41 - 65,1,07/27/2022
338446,MECKLENBURG,07/26/2022,voter,207,UNA,A,UN,U,Age 26 - 40,1,07/27/2022
338452,MECKLENBURG,07/26/2022,voter,114,UNA,U,UN,M,Age 26 - 40,4,07/27/2022
338472,MECKLENBURG,07/26/2022,voter,147,UNA,M,NL,M,Age 41 - 65,1,07/27/2022
338492,MECKLENBURG,07/26/2022,voter,081,LIB,B,UN,F,Age 26 - 40,1,07/27/2022
338497,MECKLENBURG,07/26/2022,voter,019,REP,W,NL,U,Age 18 - 25,1,07/27/2022
338498,MECKLENBURG,07/26/2022,voter,133,REP,W,UN,M,Age 41 - 65,63,07/27/2022
338499,MECKLENBURG,07/26/2022,voter,229,UNA,O,HL,M,Age Over 66,6,07/27/2022
338516,MECKLENBURG,07/26/2022,voter,210,UNA,O,HL,F,Age 18 - 25,11,07/27/2022
338530,MECKLENBURG,07/26/2022,voter,094,DEM,U,NL,F,Age 41 - 65,3,07/27/2022
338532,MECKLENBURG,07/26/2022,voter,045,DEM,A,NL,M,Age 41 - 65,2,07/27/2022
338542,MECKLENBURG,07/26/2022,voter,228,UNA,B,NL,M,Age 26 - 40,82,07/27/2022
338549,MECKLENBURG,07/26/2022,voter,233,LIB,W,NL,F,Age 18 - 25,3,07/27/2022
338550,MECKLENBURG,07/26/2022,voter,087,REP,O,HL,F,Age 26 - 40,4,07/27/2022
338552,MECKLENBURG,07/26/2022,voter,025,DEM,W,HL,F,Age 26 - 40,1,07/27/2022
338558,MECKLENBURG,07/26/2022,voter,036,UNA,W,NL,M,Age Over 66,87,07/27/2022
338605,MECKLENBURG,07/26/2022,voter,131,UNA,B,UN,F,Age 18 - 25,2,07/27/2022
338620,MECKLENBURG,07/26/2022,voter,124,DEM,O,NL,F,Age 41 - 65,6,07/27/2022
338642,MECKLENBURG,07/26/2022,voter,231,DEM,M,NL,F,Age 41 - 65,3,07/27/2022
338650,MECKLENBURG,07/26/2022,voter,056,DEM,U,UN,F,Invalid Birth Dates,1,07/27/2022
338657,MECKLENBURG,07/26/2022,voter,235,DEM,B,UN,M,Age 18 - 25,13,07/27/2022
338662,MECKLENBURG,07/26/2022,voter,053,DEM,U,HL,F,Invalid Birth Dates,1,07/27/2022
338666,MECKLENBURG,07/26/2022,voter,106,REP,O,NL,M,Age Over 66,1,07/27/2022
338672,MECKLENBURG,07/26/2022,voter,048,DEM,W,UN,F,Age 26 - 40,3,07/27/2022
338677,MECKLENBURG,07/26/2022,voter,035,DEM,U,HL,M,Age 41 - 65,3,07/27/2022
338682,MECKLENBURG,07/26/2022,voter,051,UNA,U,NL,F,Age 41 - 65,1,07/27/2022
338683,MECKLENBURG,07/26/2022,voter,053,UNA,W,UN,M,Age 26 - 40,7,07/27/2022
338707,MECKLENBURG,07/26/2022,voter,241,UNA,A,HL,F,Age 18 - 25,3,07/27/2022
338714,MECKLENBURG,07/26/2022,voter,011,DEM,O,UN,M,Age 41 - 65,2,07/27/2022
338734,MECKLENBURG,07/26/2022,voter,142,LIB,A,NL,M,Age 41 - 65,1,07/27/2022
338748,MECKLENBURG,07/26/2022,voter,203,LIB,W,NL,F,Age 18 - 25,1,07/27/2022
338807,MECKLENBURG,07/26/2022,voter,222,DEM,M,HL,F,Age 41 - 65,1,07/27/2022
338812,MECKLENBURG,07/26/2022,voter,029,REP,B,NL,F,Age 41 - 65,1,07/27/2022
338829,MECKLENBURG,07/26/2022,voter,206,UNA,W,UN,M,Age 26 - 40,69,07/27/2022
338834,MECKLENBURG,07/26/2022,voter,207,DEM,U,UN,F,Age 18 - 25,4,07/27/2022
338836,MECKLENBURG,07/26/2022,voter,236,REP,A,UN,M,Age 26 - 40,1,07/27/2022
338844,MECKLENBURG,07/26/2022,voter,013,DEM,B,HL,F,Age 41 - 65,2,07/27/2022
338867,MECKLENBURG,07/26/2022,voter,008,REP,O,NL,M,Age 41 - 65,4,07/27/2022
338879,MECKLENBURG,07/26/2022,voter,150,UNA,O,NL,M,Age Over 66,4,07/27/2022
338885,MECKLENBURG,07/26/2022,voter,101,DEM,U,HL,F,Age 41 - 65,5,07/27/2022
338903,MECKLENBURG,07/26/2022,voter,110,UNA,A,NL,F,Age 41 - 65,1,07/27/2022
338911,MECKLENBURG,07/26/2022,voter,145,REP,O,NL,M,Age 18 - 25,3,07/27/2022
338913,MECKLENBURG,07/26/2022,voter,053,UNA,U,UN,U,Age 18 - 25,55,07/27/2022
338918,MECKLENBURG,07/26/2022,voter,120,UNA,U,UN,F,Age Over 66,1,07/27/2022
338923,MECKLENBURG,07/26/2022,voter,101,UNA,W,UN,F,Age 41 - 65,10,07/27/2022
338931,MECKLENBURG,07/26/2022,voter,204.1,DEM,M,NL,F,Age 18 - 25,2,07/27/2022
338934,MECKLENBURG,07/26/2022,voter,133,UNA,M,UN,F,Age 41 - 65,1,07/27/2022
338938,MECKLENBURG,07/26/2022,voter,225,DEM,A,NL,F,Age 26 - 40,5,07/27/2022
338949,MECKLENBURG,07/26/2022,voter,049,DEM,O,NL,F,Age 26 - 40,1,07/27/2022
338959,MECKLENBURG,07/26/2022,voter,134,DEM,W,NL,U,Age 41 - 65,1,07/27/2022
338967,MECKLENBURG,07/26/2022,voter,097,UNA,B,NL,M,Invalid Birth Dates,1,07/27/2022
338968,MECKLENBURG,07/26/2022,voter,007,DEM,W,UN,M,Age 26 - 40,12,07/27/2022
338981,MECKLENBURG,07/26/2022,voter,142,REP,O,HL,F,Age 26 - 40,3,07/27/2022
338984,MECKLENBURG,07/26/2022,voter,095,UNA,M,HL,F,Age 18 - 25,1,07/27/2022
338989,MECKLENBURG,07/26/2022,voter,243,UNA,A,UN,F,Age 18 - 25,5,07/27/2022
338990,MECKLENBURG,07/26/2022,voter,077,REP,B,UN,U,Age 41 - 65,1,07/27/2022
339026,MECKLENBURG,07/26/2022,voter,061,REP,W,HL,M,Age 18 - 25,1,07/27/2022
339028,MECKLENBURG,07/26/2022,voter,013,DEM,M,HL,F,Age Over 66,1,07/27/2022
339030,MECKLENBURG,07/26/2022,voter,238.1,DEM,U,UN,M,Age Over 66,3,07/27/2022
339038,MECKLENBURG,07/26/2022,voter,232,DEM,B,UN,F,Age 26 - 40,12,07/27/2022
339046,MECKLENBURG,07/26/2022,voter,068,LIB,O,HL,M,Age 41 - 65,1,07/27/2022
339052,MECKLENBURG,07/26/2022,voter,040,UNA,U,HL,U,Age 41 - 65,1,07/27/2022
339055,MECKLENBURG,07/26/2022,voter,213,DEM,B,UN,M,Age 41 - 65,159,07/27/2022
339092,MECKLENBURG,07/26/2022,voter,132,DEM,O,NL,F,Age 18 - 25,3,07/27/2022
339096,MECKLENBURG,07/26/2022,voter,219,DEM,A,NL,F,Age 26 - 40,3,07/27/2022
339099,MECKLENBURG,07/26/2022,voter,019,UNA,B,UN,F,Age 26 - 40,1,07/27/2022
339100,MECKLENBURG,07/26/2022,voter,137,DEM,B,UN,F,Age Over 66,7,07/27/2022
339111,MECKLENBURG,07/26/2022,voter,208,UNA,U,HL,M,Age Over 66,1,07/27/2022
339118,MECKLENBURG,07/26/2022,voter,025,LIB,B,HL,M,Age 26 - 40,1,07/27/2022
339122,MECKLENBURG,07/26/2022,voter,007,DEM,W,UN,F,Age 18 - 25,2,07/27/2022
339134,MECKLENBURG,07/26/2022,voter,144,DEM,U,HL,M,Age 26 - 40,1,07/27/2022
339135,MECKLENBURG,07/26/2022,voter,113,DEM,I,NL,F,Age 41 - 65,1,07/27/2022
339136,MECKLENBURG,07/26/2022,voter,210,DEM,W,HL,F,Age 26 - 40,7,07/27/2022
339147,MECKLENBURG,07/26/2022,voter,001,DEM,A,NL,F,Age 41 - 65,2,07/27/2022
339167,MECKLENBURG,07/26/2022,voter,009,REP,A,NL,F,Age 41 - 65,2,07/27/2022
339214,MECKLENBURG,07/26/2022,voter,241,DEM,A,HL,F,Age 26 - 40,1,07/27/2022
339217,MECKLENBURG,07/26/2022,voter,097,DEM,O,HL,M,Age 41 - 65,3,07/27/2022
339222,MECKLENBURG,07/26/2022,voter,070,REP,W,UN,F,Age 41 - 65,14,07/27/2022
339240,MECKLENBURG,07/26/2022,voter,220,DEM,B,UN,M,Age 26 - 40,7,07/27/2022
339241,MECKLENBURG,07/26/2022,voter,149,UNA,B,HL,F,Age Over 66,1,07/27/2022
339256,MECKLENBURG,07/26/2022,voter,091,DEM,A,UN,M,Age 26 - 40,1,07/27/2022
339260,MECKLENBURG,07/26/2022,voter,201,REP,A,NL,M,Age 41 - 65,7,07/27/2022
339261,MECKLENBURG,07/26/2022,voter,067,DEM,B,NL,F,Age 26 - 40,2,07/27/2022
339269,MECKLENBURG,07/26/2022,voter,220,LIB,W,NL,F,Age Over 66,2,07/27/2022
339271,MECKLENBURG,07/26/2022,voter,079,LIB,B,NL,F,Age 26 - 40,1,07/27/2022
339272,MECKLENBURG,07/26/2022,voter,120,UNA,M,UN,M,Age 26 - 40,4,07/27/2022
339273,MECKLENBURG,07/26/2022,voter,141,UNA,O,NL,M,Age 26 - 40,5,07/27/2022
339274,MECKLENBURG,07/26/2022,voter,205,DEM,O,HL,M,Age Over 66,3,07/27/2022
339276,MECKLENBURG,07/26/2022,voter,007,UNA,U,HL,F,Age 18 - 25,1,07/27/2022
339291,MECKLENBURG,07/26/2022,voter,062,REP,B,UN,M,Age 18 - 25,1,07/27/2022
339294,MECKLENBURG,07/26/2022,voter,092,UNA,O,UN,F,Age 18 - 25,1,07/27/2022
339298,MECKLENBURG,07/26/2022,voter,238.1,UNA,W,NL,U,Age 41 - 65,2,07/27/2022
339301,MECKLENBURG,07/26/2022,voter,073,DEM,W,NL,F,Age 41 - 65,84,07/27/2022
339307,MECKLENBURG,07/26/2022,voter,070,UNA,A,NL,M,Age Over 66,1,07/27/2022
339319,MECKLENBURG,07/26/2022,voter,107.1,UNA,M,NL,M,Age 41 - 65,2,07/27/2022
339320,MECKLENBURG,07/26/2022,voter,098,LIB,W,NL,F,Age 26 - 40,2,07/27/2022
339345,MECKLENBURG,07/26/2022,voter,107.1,REP,W,UN,U,Age 26 - 40,1,07/27/2022
339362,MECKLENBURG,07/26/2022,voter,216,DEM,B,HL,F,Age 26 - 40,1,07/27/2022
339365,MECKLENBURG,07/26/2022,voter,228,UNA,U,HL,U,Age 41 - 65,1,07/27/2022
339398,MECKLENBURG,07/26/2022,voter,128,REP,U,UN,U,Age 26 - 40,4,07/27/2022
339400,MECKLENBURG,07/26/2022,voter,072,DEM,U,UN,U,Age 41 - 65,2,07/27/2022
339409,MECKLENBURG,07/26/2022,voter,048,UNA,A,NL,M,Age Over 66,1,07/27/2022
339427,MECKLENBURG,07/26/2022,voter,151,UNA,A,NL,M,Age 18 - 25,2,07/27/2022
339439,MECKLENBURG,07/26/2022,voter,088,REP,U,UN,F,Age 26 - 40,2,07/27/2022
339444,MECKLENBURG,07/26/2022,voter,137,REP,U,UN,U,Age 18 - 25,20,07/27/2022
339446,MECKLENBURG,07/26/2022,voter,036,UNA,O,UN,M,Age 41 - 65,1,07/27/2022
339459,MECKLENBURG,07/26/2022,voter,009,DEM,U,UN,U,Age 26 - 40,39,07/27/2022
339470,MECKLENBURG,07/26/2022,voter,111,UNA,W,UN,F,Age Over 66,6,07/27/2022
339487,MECKLENBURG,07/26/2022,voter,235,UNA,B,UN,F,Age 18 - 25,5,07/27/2022
339490,MECKLENBURG,07/26/2022,voter,143,REP,W,HL,M,Age 18 - 25,1,07/27/2022
339493,MECKLENBURG,07/26/2022,voter,104,DEM,B,NL,U,Age 41 - 65,2,07/27/2022
339495,MECKLENBURG,07/26/2022,voter,035,UNA,B,UN,M,Age 18 - 25,2,07/27/2022
339496,MECKLENBURG,07/26/2022,voter,012,UNA,W,HL,F,Age 18 - 25,1,07/27/2022
339498,MECKLENBURG,07/26/2022,voter,064,UNA,U,HL,F,Age 41 - 65,2,07/27/2022
339504,MECKLENBURG,07/26/2022,voter,031,UNA,O,NL,M,Age 18 - 25,1,07/27/2022
339530,MECKLENBURG,07/26/2022,voter,023,UNA,B,NL,M,Age 41 - 65,38,07/27/2022
339540,MECKLENBURG,07/26/2022,voter,007,DEM,W,HL,M,Age 41 - 65,1,07/27/2022
339541,MECKLENBURG,07/26/2022,voter,051,UNA,B,UN,F,Age 41 - 65,5,07/27/2022
339542,MECKLENBURG,07/26/2022,voter,117,UNA,A,UN,F,Age 26 - 40,2,07/27/2022
339551,MECKLENBURG,07/26/2022,voter,117,DEM,U,UN,U,Age Over 66,6,07/27/2022
339600,MECKLENBURG,07/26/2022,voter,227,UNA,M,UN,M,Age 41 - 65,1,07/27/2022
339625,MECKLENBURG,07/26/2022,voter,205,DEM,B,NL,F,Age 26 - 40,158,07/27/2022
339634,MECKLENBURG,07/26/2022,voter,111,REP,W,UN,M,Age 18 - 25,6,07/27/2022
339639,MECKLENBURG,07/26/2022,voter,145,REP,B,UN,F,Age Over 66,1,07/27/2022
339657,MECKLENBURG,07/26/2022,voter,211,REP,B,UN,F,Age 41 - 65,4,07/27/2022
339668,MECKLENBURG,07/26/2022,voter,042,UNA,B,NL,F,Age 26 - 40,45,07/27/2022
339677,MECKLENBURG,07/26/2022,voter,241,UNA,M,UN,F,Age 26 - 40,1,07/27/2022
339687,MECKLENBURG,07/26/2022,voter,148,DEM,I,NL,M,Age 26 - 40,2,07/27/2022
339699,MECKLENBURG,07/26/2022,voter,067,DEM,U,UN,U,Age Over 66,4,07/27/2022
339709,MECKLENBURG,07/26/2022,voter,132,DEM,M,UN,U,Age 41 - 65,1,07/27/2022
339718,MECKLENBURG,07/26/2022,voter,067,UNA,W,UN,F,Age Over 66,8,07/27/2022
339728,MECKLENBURG,07/26/2022,voter,116,DEM,U,HL,M,Age 26 - 40,2,07/27/2022
339734,MECKLENBURG,07/26/2022,voter,150,DEM,A,NL,M,Age 18 - 25,1,07/27/2022
339745,MECKLENBURG,07/26/2022,voter,040,REP,B,NL,M,Age 18 - 25,9,07/27/2022
339764,MECKLENBURG,07/26/2022,voter,097,UNA,W,NL,M,Age 18 - 25,14,07/27/2022
339770,MECKLENBURG,07/26/2022,voter,076,DEM,W,NL,F,Age 41 - 65,138,07/27/2022
339774,MECKLENBURG,07/26/2022,voter,030,UNA,M,NL,F,Age 26 - 40,2,07/27/2022
339776,MECKLENBURG,07/26/2022,voter,230,DEM,A,NL,U,Age 41 - 65,1,07/27/2022
339788,MECKLENBURG,07/26/2022,voter,045,DEM,O,UN,F,Age 41 - 65,1,07/27/2022
339797,MECKLENBURG,07/26/2022,voter,235,UNA,B,NL,F,Age Over 66,7,07/27/2022
