,county_desc,election_date,stats_type,precinct_abbrv,party_cd,race_code,ethnic_code,sex_code,age,total_voters,update_date
210,MECKLENBURG,07/26/2022,voter,085,UNA,U,HL,F,Age 18 - 25,3,07/27/2022
235,MECKLENBURG,07/26/2022,voter,090,DEM,B,NL,M,Age 41 - 65,9,07/27/2022
248,MECKLENBURG,07/26/2022,voter,084,DEM,B,NL,M,Age 18 - 25,31,07/27/2022
277,MECKLENBURG,07/26/2022,voter,054,REP,B,NL,M,Age 41 - 65,4,07/27/2022
280,MECKLENBURG,07/26/2022,voter,066,DEM,U,UN,U,Age Over 66,2,07/27/2022
311,MECKLENBURG,07/26/2022,voter,100,UNA,W,HL,F,Age 18 - 25,5,07/27/2022
314,MECKLENBURG,07/26/2022,voter,108,UNA,U,HL,M,Age 26 - 40,2,07/27/2022
328,MECKLENBURG,07/26/2022,voter,085,DEM,B,NL,F,Age Over 66,53,07/27/2022
331,MECKLENBURG,07/26/2022,voter,089,UNA,B,NL,M,Age 41 - 65,112,07/27/2022
353,MECKLENBURG,07/26/2022,voter,133,UNA,B,NL,M,Age 18 - 25,9,07/27/2022
355,MECKLENBURG,07/26/2022,voter,228,REP,U,HL,F,Age 41 - 65,3,07/27/2022
356,MECKLENBURG,07/26/2022,voter,029,REP,A,UN,F,Age 26 - 40,1,07/27/2022
359,MECKLENBURG,07/26/2022,voter,060,DEM,U,UN,U,Age 41 - 65,14,07/27/2022
361,MECKLENBURG,07/26/2022,voter,096,DEM,W,NL,F,Age Over 66,76,07/27/2022
387,MECKLENBURG,07/26/2022,voter,230,UNA,B,HL,F,Age 41 - 65,4,07/27/2022
408,MECKLENBURG,07/26/2022,voter,143,DEM,M,UN,M,Age 18 - 25,1,07/27/2022
409,MECKLENBURG,07/26/2022,voter,203,DEM,I,UN,F,Age Over 66,1,07/27/2022
422,MECKLENBURG,07/26/2022,voter,239,UNA,I,NL,F,Age 26 - 40,2,07/27/2022
439,MECKLENBURG,07/26/2022,voter,082,DEM,O,HL,U,Age 18 - 25,1,07/27/2022
445,MECKLENBURG,07/26/2022,voter,243,UNA,W,NL,M,Age 41 - 65,410,07/27/2022
449,MECKLENBURG,07/26/2022,voter,056,UNA,O,NL,F,Age 26 - 40,3,07/27/2022
450,MECKLENBURG,07/26/2022,voter,021,DEM,U,UN,F,Age 26 - 40,3,07/27/2022
460,MECKLENBURG,07/26/2022,voter,234,DEM,A,NL,M,Age 18 - 25,2,07/27/2022
486,MECKLENBURG,07/26/2022,voter,062,UNA,U,UN,F,Age 18 - 25,4,07/27/2022
510,MECKLENBURG,07/26/2022,voter,103,DEM,B,NL,M,Age Over 66,7,07/27/2022
515,MECKLENBURG,07/26/2022,voter,201,UNA,B,NL,M,Invalid Birth Dates,1,07/27/2022
529,MECKLENBURG,07/26/2022,voter,078.1,UNA,W,NL,U,Age 18 - 25,2,07/27/2022
539,MECKLENBURG,07/26/2022,voter,117,UNA,A,NL,M,Age 18 - 25,1,07/27/2022
550,MECKLENBURG,07/26/2022,voter,049,DEM,O,UN,M,Age 26 - 40,3,07/27/2022
572,MECKLENBURG,07/26/2022,voter,221,REP,W,UN,U,Age Over 66,2,07/27/2022
596,MECKLENBURG,07/26/2022,voter,094,UNA,W,UN,F,Age 41 - 65,3,07/27/2022
598,MECKLENBURG,07/26/2022,voter,202,LIB,W,NL,M,Age 18 - 25,4,07/27/2022
607,MECKLENBURG,07/26/2022,voter,098,REP,B,NL,M,Age 41 - 65,5,07/27/2022
609,MECKLENBURG,07/26/2022,voter,101,DEM,U,UN,F,Age Over 66,1,07/27/2022
618,MECKLENBURG,07/26/2022,voter,004,REP,W,UN,M,Age 41 - 65,7,07/27/2022
621,MECKLENBURG,07/26/2022,voter,002,REP,U,NL,F,Age 41 - 65,1,07/27/2022
622,MECKLENBURG,07/26/2022,voter,022,UNA,B,UN,U,Age 26 - 40,5,07/27/2022
629,MECKLENBURG,07/26/2022,voter,151,UNA,U,UN,F,Age 26 - 40,13,07/27/2022
630,MECKLENBURG,07/26/2022,voter,015,DEM,U,UN,F,Age 41 - 65,1,07/27/2022
634,MECKLENBURG,07/26/2022,voter,002,UNA,A,UN,F,Age 26 - 40,3,07/27/2022
637,MECKLENBURG,07/26/2022,voter,127,REP,W,UN,M,Age Over 66,29,07/27/2022
640,MECKLENBURG,07/26/2022,voter,106,UNA,A,NL,F,Age 41 - 65,1,07/27/2022
646,MECKLENBURG,07/26/2022,voter,215,UNA,W,NL,M,Invalid Birth Dates,2,07/27/2022
649,MECKLENBURG,07/26/2022,voter,037,REP,U,HL,F,Age Over 66,1,07/27/2022
651,MECKLENBURG,07/26/2022,voter,004,UNA,U,HL,M,Age 41 - 65,3,07/27/2022
665,MECKLENBURG,07/26/2022,voter,210,UNA,B,NL,F,Age 26 - 40,93,07/27/2022
705,MECKLENBURG,07/26/2022,voter,046,UNA,W,NL,F,Age 18 - 25,17,07/27/2022
713,MECKLENBURG,07/26/2022,voter,226,DEM,A,UN,M,Age 18 - 25,1,07/27/2022
720,MECKLENBURG,07/26/2022,voter,142,UNA,M,NL,M,Age 41 - 65,3,07/27/2022
743,MECKLENBURG,07/26/2022,voter,010,DEM,W,NL,U,Age Over 66,1,07/27/2022
747,MECKLENBURG,07/26/2022,voter,150,UNA,A,HL,M,Age 18 - 25,1,07/27/2022
750,MECKLENBURG,07/26/2022,voter,043,UNA,W,HL,F,Age 41 - 65,2,07/27/2022
753,MECKLENBURG,07/26/2022,voter,214,UNA,A,NL,M,Age 26 - 40,2,07/27/2022
756,MECKLENBURG,07/26/2022,voter,230,DEM,I,NL,M,Age Over 66,2,07/27/2022
757,MECKLENBURG,07/26/2022,voter,136,UNA,U,UN,F,Age 41 - 65,2,07/27/2022
775,MECKLENBURG,07/26/2022,voter,224,REP,W,UN,U,Age 41 - 65,1,07/27/2022
777,MECKLENBURG,07/26/2022,voter,205,DEM,W,UN,M,Age 41 - 65,7,07/27/2022
785,MECKLENBURG,07/26/2022,voter,111,UNA,A,NL,M,Age 18 - 25,2,07/27/2022
789,MECKLENBURG,07/26/2022,voter,094,DEM,W,HL,F,Age 41 - 65,3,07/27/2022
820,MECKLENBURG,07/26/2022,voter,213,REP,U,UN,M,Age 41 - 65,1,07/27/2022
826,MECKLENBURG,07/26/2022,voter,135,REP,B,UN,M,Age 26 - 40,2,07/27/2022
831,MECKLENBURG,07/26/2022,voter,091,REP,W,HL,M,Age 18 - 25,1,07/27/2022
837,MECKLENBURG,07/26/2022,voter,143,REP,O,HL,M,Age 41 - 65,2,07/27/2022
851,MECKLENBURG,07/26/2022,voter,138,REP,M,HL,F,Age 41 - 65,1,07/27/2022
860,MECKLENBURG,07/26/2022,voter,212,DEM,B,NL,F,Age Over 66,217,07/27/2022
867,MECKLENBURG,07/26/2022,voter,079,REP,O,NL,M,Age Over 66,4,07/27/2022
893,MECKLENBURG,07/26/2022,voter,224,DEM,W,NL,U,Age 26 - 40,1,07/27/2022
894,MECKLENBURG,07/26/2022,voter,216,LIB,U,HL,F,Age 18 - 25,2,07/27/2022
907,MECKLENBURG,07/26/2022,voter,204.1,DEM,O,HL,F,Age 41 - 65,25,07/27/2022
914,MECKLENBURG,07/26/2022,voter,148,REP,M,NL,M,Age 41 - 65,3,07/27/2022
916,MECKLENBURG,07/26/2022,voter,037,UNA,A,NL,M,Age Over 66,1,07/27/2022
921,MECKLENBURG,07/26/2022,voter,027,UNA,W,UN,F,Age 26 - 40,13,07/27/2022
930,MECKLENBURG,07/26/2022,voter,233,UNA,O,HL,M,Age 26 - 40,5,07/27/2022
934,MECKLENBURG,07/26/2022,voter,009,DEM,W,HL,F,Age 18 - 25,1,07/27/2022
936,MECKLENBURG,07/26/2022,voter,239,UNA,O,HL,F,Age 18 - 25,4,07/27/2022
937,MECKLENBURG,07/26/2022,voter,080,DEM,O,NL,M,Age 26 - 40,2,07/27/2022
952,MECKLENBURG,07/26/2022,voter,088,UNA,U,UN,F,Age 18 - 25,4,07/27/2022
955,MECKLENBURG,07/26/2022,voter,139.1,UNA,W,UN,U,Age 26 - 40,2,07/27/2022
956,MECKLENBURG,07/26/2022,voter,082,REP,O,HL,M,Age Over 66,1,07/27/2022
962,MECKLENBURG,07/26/2022,voter,106,UNA,W,UN,M,Age Over 66,4,07/27/2022
963,MECKLENBURG,07/26/2022,voter,084,DEM,M,UN,F,Age 18 - 25,1,07/27/2022
995,MECKLENBURG,07/26/2022,voter,235,REP,I,NL,F,Age 26 - 40,1,07/27/2022
997,MECKLENBURG,07/26/2022,voter,034,UNA,O,NL,M,Age 26 - 40,8,07/27/2022
998,MECKLENBURG,07/26/2022,voter,218,UNA,W,UN,M,Age 26 - 40,18,07/27/2022
1008,MECKLENBURG,07/26/2022,voter,006,DEM,U,UN,U,Age 26 - 40,12,07/27/2022
1019,MECKLENBURG,07/26/2022,voter,232,UNA,B,NL,M,Age 41 - 65,24,07/27/2022
1033,MECKLENBURG,07/26/2022,voter,102,DEM,M,HL,M,Age 26 - 40,1,07/27/2022
1034,MECKLENBURG,07/26/2022,voter,085,DEM,W,HL,F,Age 41 - 65,2,07/27/2022
1039,MECKLENBURG,07/26/2022,voter,230,LIB,U,UN,U,Age 18 - 25,3,07/27/2022
1041,MECKLENBURG,07/26/2022,voter,204.1,LIB,B,NL,M,Age 41 - 65,1,07/27/2022
1053,MECKLENBURG,07/26/2022,voter,134,DEM,B,NL,M,Age 41 - 65,106,07/27/2022
1060,MECKLENBURG,07/26/2022,voter,212,DEM,W,HL,F,Age 26 - 40,6,07/27/2022
1076,MECKLENBURG,07/26/2022,voter,042,DEM,U,UN,M,Age 26 - 40,1,07/27/2022
1089,MECKLENBURG,07/26/2022,voter,097,DEM,B,NL,U,Age 26 - 40,1,07/27/2022
1115,MECKLENBURG,07/26/2022,voter,142,UNA,A,NL,M,Age 18 - 25,2,07/27/2022
1121,MECKLENBURG,07/26/2022,voter,122,UNA,B,HL,F,Age Over 66,1,07/27/2022
1123,MECKLENBURG,07/26/2022,voter,126,UNA,W,HL,M,Age 41 - 65,1,07/27/2022
1128,MECKLENBURG,07/26/2022,voter,056,UNA,B,NL,F,Age 18 - 25,20,07/27/2022
1130,MECKLENBURG,07/26/2022,voter,034,UNA,B,NL,M,Age 18 - 25,15,07/27/2022
1152,MECKLENBURG,07/26/2022,voter,222,UNA,W,UN,M,Age 41 - 65,20,07/27/2022
1158,MECKLENBURG,07/26/2022,voter,222,DEM,A,NL,M,Age 41 - 65,5,07/27/2022
1166,MECKLENBURG,07/26/2022,voter,129,DEM,A,UN,F,Age Over 66,1,07/27/2022
1175,MECKLENBURG,07/26/2022,voter,220,UNA,B,UN,M,Age 41 - 65,6,07/27/2022
1183,MECKLENBURG,07/26/2022,voter,136,UNA,B,NL,M,Age 26 - 40,4,07/27/2022
1198,MECKLENBURG,07/26/2022,voter,027,UNA,O,NL,F,Age 18 - 25,2,07/27/2022
1210,MECKLENBURG,07/26/2022,voter,201,DEM,W,NL,M,Age Over 66,71,07/27/2022
1226,MECKLENBURG,07/26/2022,voter,020,UNA,O,UN,M,Age 41 - 65,3,07/27/2022
1235,MECKLENBURG,07/26/2022,voter,111,DEM,U,HL,F,Age 41 - 65,3,07/27/2022
1244,MECKLENBURG,07/26/2022,voter,020,LIB,W,NL,M,Age 18 - 25,1,07/27/2022
1259,MECKLENBURG,07/26/2022,voter,220,REP,O,NL,M,Age 26 - 40,2,07/27/2022
1271,MECKLENBURG,07/26/2022,voter,201,UNA,U,UN,U,Age 41 - 65,76,07/27/2022
1288,MECKLENBURG,07/26/2022,voter,103,UNA,W,UN,F,Age 18 - 25,9,07/27/2022
1295,MECKLENBURG,07/26/2022,voter,215,DEM,A,NL,M,Age 26 - 40,3,07/27/2022
1299,MECKLENBURG,07/26/2022,voter,240,UNA,W,NL,U,Age 18 - 25,8,07/27/2022
1306,MECKLENBURG,07/26/2022,voter,062,REP,W,NL,M,Age 41 - 65,13,07/27/2022
1307,MECKLENBURG,07/26/2022,voter,032,REP,O,NL,F,Age 41 - 65,1,07/27/2022
1309,MECKLENBURG,07/26/2022,voter,094,DEM,O,UN,M,Age 41 - 65,1,07/27/2022
1311,MECKLENBURG,07/26/2022,voter,039,UNA,U,UN,U,Age 26 - 40,40,07/27/2022
1312,MECKLENBURG,07/26/2022,voter,210,DEM,U,HL,F,Age 18 - 25,10,07/27/2022
1317,MECKLENBURG,07/26/2022,voter,228,DEM,W,HL,F,Age 18 - 25,6,07/27/2022
1331,MECKLENBURG,07/26/2022,voter,084,DEM,O,NL,F,Age 26 - 40,5,07/27/2022
1344,MECKLENBURG,07/26/2022,voter,207,UNA,A,NL,M,Age 41 - 65,8,07/27/2022
1350,MECKLENBURG,07/26/2022,voter,024,REP,A,NL,M,Age 26 - 40,1,07/27/2022
1359,MECKLENBURG,07/26/2022,voter,235,REP,W,UN,F,Age Over 66,24,07/27/2022
1381,MECKLENBURG,07/26/2022,voter,227,DEM,A,NL,M,Age 26 - 40,10,07/27/2022
1402,MECKLENBURG,07/26/2022,voter,042,DEM,O,HL,M,Age 41 - 65,2,07/27/2022
1424,MECKLENBURG,07/26/2022,voter,147,REP,O,UN,M,Age Over 66,1,07/27/2022
1428,MECKLENBURG,07/26/2022,voter,150,UNA,O,UN,F,Age 41 - 65,4,07/27/2022
1448,MECKLENBURG,07/26/2022,voter,026,UNA,B,UN,F,Age Over 66,3,07/27/2022
1450,MECKLENBURG,07/26/2022,voter,036,DEM,B,NL,M,Age 41 - 65,19,07/27/2022
1452,MECKLENBURG,07/26/2022,voter,225,REP,W,UN,M,Age 41 - 65,27,07/27/2022
1455,MECKLENBURG,07/26/2022,voter,019,REP,U,UN,M,Age Over 66,1,07/27/2022
1461,MECKLENBURG,07/26/2022,voter,071,UNA,W,NL,M,Age Over 66,64,07/27/2022
1475,MECKLENBURG,07/26/2022,voter,019,REP,W,UN,M,Age Over 66,3,07/27/2022
1479,MECKLENBURG,07/26/2022,voter,145,DEM,I,NL,M,Age 41 - 65,2,07/27/2022
1496,MECKLENBURG,07/26/2022,voter,108,DEM,B,UN,M,Age 41 - 65,50,07/27/2022
1504,MECKLENBURG,07/26/2022,voter,126,UNA,U,HL,M,Age 41 - 65,4,07/27/2022
1523,MECKLENBURG,07/26/2022,voter,149,REP,B,UN,F,Age 18 - 25,3,07/27/2022
1537,MECKLENBURG,07/26/2022,voter,087,UNA,M,NL,F,Age 26 - 40,3,07/27/2022
1545,MECKLENBURG,07/26/2022,voter,077,REP,B,NL,F,Age 41 - 65,12,07/27/2022
1552,MECKLENBURG,07/26/2022,voter,038,DEM,W,NL,U,Age 41 - 65,1,07/27/2022
1554,MECKLENBURG,07/26/2022,voter,048,REP,U,HL,M,Age 41 - 65,1,07/27/2022
1575,MECKLENBURG,07/26/2022,voter,142,DEM,W,UN,F,Age 18 - 25,16,07/27/2022
1579,MECKLENBURG,07/26/2022,voter,083,REP,B,NL,F,Age 26 - 40,1,07/27/2022
1589,MECKLENBURG,07/26/2022,voter,224,DEM,A,UN,M,Age 26 - 40,2,07/27/2022
1599,MECKLENBURG,07/26/2022,voter,209,DEM,O,HL,F,Age 18 - 25,3,07/27/2022
1607,MECKLENBURG,07/26/2022,voter,016,UNA,B,NL,F,Age 41 - 65,46,07/27/2022
1609,MECKLENBURG,07/26/2022,voter,212,DEM,U,HL,M,Age 26 - 40,12,07/27/2022
1610,MECKLENBURG,07/26/2022,voter,011,DEM,O,UN,F,Age 41 - 65,8,07/27/2022
1635,MECKLENBURG,07/26/2022,voter,090,REP,O,HL,F,Age 41 - 65,1,07/27/2022
1645,MECKLENBURG,07/26/2022,voter,241,UNA,W,NL,M,Age 18 - 25,84,07/27/2022
1647,MECKLENBURG,07/26/2022,voter,024,DEM,B,HL,M,Age 41 - 65,2,07/27/2022
1672,MECKLENBURG,07/26/2022,voter,076,LIB,W,NL,M,Age 18 - 25,3,07/27/2022
1681,MECKLENBURG,07/26/2022,voter,078.1,DEM,I,NL,M,Age 41 - 65,1,07/27/2022
1686,MECKLENBURG,07/26/2022,voter,021,DEM,W,NL,U,Age 41 - 65,1,07/27/2022
1688,MECKLENBURG,07/26/2022,voter,228,REP,U,HL,M,Age Over 66,2,07/27/2022
1701,MECKLENBURG,07/26/2022,voter,082,DEM,U,NL,F,Age 18 - 25,2,07/27/2022
1705,MECKLENBURG,07/26/2022,voter,126,DEM,B,NL,F,Age 18 - 25,96,07/27/2022
1710,MECKLENBURG,07/26/2022,voter,201,UNA,O,NL,M,Age 41 - 65,19,07/27/2022
1711,MECKLENBURG,07/26/2022,voter,074,DEM,U,UN,F,Age Over 66,3,07/27/2022
1728,MECKLENBURG,07/26/2022,voter,073,REP,W,UN,M,Age Over 66,8,07/27/2022
1750,MECKLENBURG,07/26/2022,voter,099,DEM,O,HL,M,Age 41 - 65,4,07/27/2022
1759,MECKLENBURG,07/26/2022,voter,138,DEM,I,NL,M,Age 26 - 40,1,07/27/2022
1764,MECKLENBURG,07/26/2022,voter,102,UNA,O,NL,F,Age 41 - 65,7,07/27/2022
1774,MECKLENBURG,07/26/2022,voter,076,DEM,O,HL,M,Age 41 - 65,3,07/27/2022
1809,MECKLENBURG,07/26/2022,voter,084,DEM,U,UN,U,Age 26 - 40,21,07/27/2022
1832,MECKLENBURG,07/26/2022,voter,043,UNA,O,HL,M,Age 41 - 65,6,07/27/2022
1839,MECKLENBURG,07/26/2022,voter,081,UNA,A,UN,F,Age 18 - 25,2,07/27/2022
1843,MECKLENBURG,07/26/2022,voter,054,LIB,W,UN,M,Age 18 - 25,1,07/27/2022
1848,MECKLENBURG,07/26/2022,voter,042,DEM,B,HL,M,Age 26 - 40,1,07/27/2022
1850,MECKLENBURG,07/26/2022,voter,003,UNA,U,UN,F,Age 18 - 25,1,07/27/2022
1864,MECKLENBURG,07/26/2022,voter,042,UNA,B,NL,M,Age 41 - 65,44,07/27/2022
1866,MECKLENBURG,07/26/2022,voter,124,DEM,O,UN,M,Age 41 - 65,1,07/27/2022
1872,MECKLENBURG,07/26/2022,voter,107.1,UNA,W,UN,F,Age 18 - 25,2,07/27/2022
1875,MECKLENBURG,07/26/2022,voter,081,UNA,O,UN,F,Age 41 - 65,1,07/27/2022
1893,MECKLENBURG,07/26/2022,voter,074,UNA,W,NL,F,Invalid Birth Dates,1,07/27/2022
1895,MECKLENBURG,07/26/2022,voter,055,REP,B,NL,M,Age Over 66,1,07/27/2022
1896,MECKLENBURG,07/26/2022,voter,092,REP,U,UN,U,Age 26 - 40,12,07/27/2022
1918,MECKLENBURG,07/26/2022,voter,215,REP,W,UN,F,Age Over 66,19,07/27/2022
1920,MECKLENBURG,07/26/2022,voter,055,UNA,M,NL,M,Age 18 - 25,2,07/27/2022
1937,MECKLENBURG,07/26/2022,voter,043,DEM,M,UN,F,Age 41 - 65,2,07/27/2022
1939,MECKLENBURG,07/26/2022,voter,050,LIB,B,NL,F,Age 26 - 40,1,07/27/2022
1942,MECKLENBURG,07/26/2022,voter,013,LIB,W,NL,M,Age 26 - 40,19,07/27/2022
1962,MECKLENBURG,07/26/2022,voter,030,UNA,O,NL,M,Age 41 - 65,4,07/27/2022
1983,MECKLENBURG,07/26/2022,voter,002,DEM,W,NL,U,Age 26 - 40,6,07/27/2022
1984,MECKLENBURG,07/26/2022,voter,059,DEM,U,HL,U,Age 18 - 25,1,07/27/2022
2008,MECKLENBURG,07/26/2022,voter,242,DEM,B,UN,M,Age 26 - 40,1,07/27/2022
2011,MECKLENBURG,07/26/2022,voter,243,REP,U,UN,F,Age 18 - 25,1,07/27/2022
2034,MECKLENBURG,07/26/2022,voter,206,UNA,O,NL,M,Age 18 - 25,6,07/27/2022
2038,MECKLENBURG,07/26/2022,voter,229,LIB,W,UN,M,Age 18 - 25,1,07/27/2022
2040,MECKLENBURG,07/26/2022,voter,114,UNA,W,HL,F,Age 18 - 25,2,07/27/2022
2056,MECKLENBURG,07/26/2022,voter,017,DEM,U,HL,M,Age Over 66,1,07/27/2022
2062,MECKLENBURG,07/26/2022,voter,134,UNA,W,UN,U,Age 41 - 65,2,07/27/2022
2095,MECKLENBURG,07/26/2022,voter,089,REP,A,NL,F,Age 18 - 25,1,07/27/2022
2158,MECKLENBURG,07/26/2022,voter,026,DEM,W,HL,M,Age Over 66,2,07/27/2022
2174,MECKLENBURG,07/26/2022,voter,017,DEM,A,NL,F,Age 41 - 65,2,07/27/2022
2176,MECKLENBURG,07/26/2022,voter,119,REP,U,UN,U,Age 26 - 40,2,07/27/2022
2188,MECKLENBURG,07/26/2022,voter,057,DEM,M,HL,F,Age 41 - 65,2,07/27/2022
2200,MECKLENBURG,07/26/2022,voter,224,UNA,A,NL,F,Age 18 - 25,7,07/27/2022
2209,MECKLENBURG,07/26/2022,voter,084,REP,I,NL,F,Age Over 66,1,07/27/2022
2225,MECKLENBURG,07/26/2022,voter,034,UNA,O,HL,F,Age 26 - 40,7,07/27/2022
2228,MECKLENBURG,07/26/2022,voter,239,DEM,B,UN,U,Age 18 - 25,2,07/27/2022
2232,MECKLENBURG,07/26/2022,voter,134,DEM,A,NL,F,Age 41 - 65,3,07/27/2022
2233,MECKLENBURG,07/26/2022,voter,075,DEM,B,UN,M,Age Over 66,1,07/27/2022
2240,MECKLENBURG,07/26/2022,voter,126,UNA,U,UN,F,Age 26 - 40,13,07/27/2022
2244,MECKLENBURG,07/26/2022,voter,235,UNA,B,UN,U,Age 26 - 40,3,07/27/2022
2258,MECKLENBURG,07/26/2022,voter,073,DEM,B,NL,F,Age 26 - 40,20,07/27/2022
2279,MECKLENBURG,07/26/2022,voter,229,UNA,M,UN,M,Age 41 - 65,2,07/27/2022
2293,MECKLENBURG,07/26/2022,voter,100,LIB,W,HL,M,Age 26 - 40,1,07/27/2022
2295,MECKLENBURG,07/26/2022,voter,215,DEM,O,NL,M,Age 18 - 25,2,07/27/2022
2301,MECKLENBURG,07/26/2022,voter,111,DEM,U,UN,F,Age 26 - 40,2,07/27/2022
2314,MECKLENBURG,07/26/2022,voter,135,UNA,W,HL,M,Age 41 - 65,5,07/27/2022
2320,MECKLENBURG,07/26/2022,voter,004,REP,O,NL,M,Age Over 66,2,07/27/2022
2329,MECKLENBURG,07/26/2022,voter,084,DEM,W,HL,M,Age 26 - 40,5,07/27/2022
2333,MECKLENBURG,07/26/2022,voter,032,LIB,W,NL,M,Age Over 66,1,07/27/2022
2338,MECKLENBURG,07/26/2022,voter,205,UNA,W,UN,F,Age 26 - 40,10,07/27/2022
2354,MECKLENBURG,07/26/2022,voter,030,DEM,U,UN,F,Age 41 - 65,2,07/27/2022
2389,MECKLENBURG,07/26/2022,voter,114,UNA,W,NL,F,Age 41 - 65,184,07/27/2022
2413,MECKLENBURG,07/26/2022,voter,028,UNA,U,UN,U,Age 18 - 25,27,07/27/2022
2416,MECKLENBURG,07/26/2022,voter,230,UNA,I,NL,F,Age 41 - 65,2,07/27/2022
2428,MECKLENBURG,07/26/2022,voter,214,DEM,W,NL,M,Age 18 - 25,7,07/27/2022
2437,MECKLENBURG,07/26/2022,voter,098,LIB,U,HL,F,Age 18 - 25,1,07/27/2022
2459,MECKLENBURG,07/26/2022,voter,061,REP,B,NL,M,Age 26 - 40,2,07/27/2022
2461,MECKLENBURG,07/26/2022,voter,135,DEM,O,HL,F,Age 18 - 25,32,07/27/2022
2466,MECKLENBURG,07/26/2022,voter,148,REP,B,UN,M,Age 41 - 65,4,07/27/2022
2468,MECKLENBURG,07/26/2022,voter,214,DEM,B,UN,F,Age 26 - 40,43,07/27/2022
2474,MECKLENBURG,07/26/2022,voter,036,UNA,W,NL,U,Age 41 - 65,1,07/27/2022
2507,MECKLENBURG,07/26/2022,voter,016,DEM,U,HL,M,Age 18 - 25,2,07/27/2022
2513,MECKLENBURG,07/26/2022,voter,047,UNA,B,NL,F,Age 18 - 25,9,07/27/2022
2519,MECKLENBURG,07/26/2022,voter,034,DEM,W,NL,F,Age 18 - 25,12,07/27/2022
2520,MECKLENBURG,07/26/2022,voter,066,DEM,I,UN,M,Age 26 - 40,2,07/27/2022
2540,MECKLENBURG,07/26/2022,voter,105,DEM,B,HL,M,Age 18 - 25,1,07/27/2022
2545,MECKLENBURG,07/26/2022,voter,075,UNA,W,UN,M,Age 41 - 65,26,07/27/2022
2589,MECKLENBURG,07/26/2022,voter,104,DEM,U,UN,M,Age 26 - 40,7,07/27/2022
2610,MECKLENBURG,07/26/2022,voter,060,UNA,B,UN,M,Age 18 - 25,7,07/27/2022
2611,MECKLENBURG,07/26/2022,voter,141,UNA,A,NL,M,Age 18 - 25,22,07/27/2022
2624,MECKLENBURG,07/26/2022,voter,223.1,UNA,O,HL,M,Age 18 - 25,13,07/27/2022
2654,MECKLENBURG,07/26/2022,voter,064,UNA,U,UN,M,Age 26 - 40,2,07/27/2022
2692,MECKLENBURG,07/26/2022,voter,211,REP,U,UN,M,Age Over 66,1,07/27/2022
2717,MECKLENBURG,07/26/2022,voter,228,LIB,B,UN,F,Age 26 - 40,1,07/27/2022
2724,MECKLENBURG,07/26/2022,voter,129,UNA,B,UN,M,Age 41 - 65,2,07/27/2022
2743,MECKLENBURG,07/26/2022,voter,060,DEM,W,NL,F,Age 26 - 40,10,07/27/2022
2747,MECKLENBURG,07/26/2022,voter,026,UNA,A,NL,M,Age 41 - 65,3,07/27/2022
2763,MECKLENBURG,07/26/2022,voter,224,UNA,M,NL,M,Age 41 - 65,1,07/27/2022
2782,MECKLENBURG,07/26/2022,voter,139.1,UNA,M,UN,F,Age 18 - 25,2,07/27/2022
2792,MECKLENBURG,07/26/2022,voter,042,DEM,U,HL,F,Age 26 - 40,3,07/27/2022
2810,MECKLENBURG,07/26/2022,voter,110,UNA,W,NL,F,Age 18 - 25,21,07/27/2022
