,county_desc,election_date,stats_type,precinct_abbrv,party_cd,race_code,ethnic_code,sex_code,age,total_voters,update_date
575884,RANDOLPH,11/07/2023,voter,GR,LIB,W,UN,M,Age 41 - 65,2,11/27/2023
575894,RANDOLPH,11/07/2023,voter,SO,UNA,W,NL,M,Age 26 - 40,16,11/27/2023
575955,RANDOLPH,11/07/2023,voter,RN,DEM,U,UN,U,Age 18 - 25,6,11/27/2023
576197,RANDOLPH,11/07/2023,voter,SE,REP,W,NL,F,Age 18 - 25,4,11/27/2023
576199,RANDOLPH,11/07/2023,voter,LB,REP,W,NL,F,Age 41 - 65,169,11/27/2023
576247,RANDOLPH,11/07/2023,voter,DR,DEM,O,UN,F,Age 18 - 25,1,11/27/2023
576270,RANDOLPH,11/07/2023,voter,SE,DEM,W,UN,F,Age Over 66,4,11/27/2023
576517,RANDOLPH,11/07/2023,voter,ST,UNA,U,HL,F,Age 26 - 40,2,11/27/2023
576599,RANDOLPH,11/07/2023,voter,SW,REP,W,UN,F,Age 18 - 25,12,11/27/2023
576689,RANDOLPH,11/07/2023,voter,GR,REP,M,NL,F,Age 26 - 40,1,11/27/2023
576763,RANDOLPH,11/07/2023,voter,ST,REP,U,UN,U,Age 26 - 40,15,11/27/2023
576800,RANDOLPH,11/07/2023,voter,AR,REP,A,NL,F,Age Over 66,1,11/27/2023
576843,RANDOLPH,11/07/2023,voter,AW,DEM,W,UN,U,Age Over 66,1,11/27/2023
576854,RANDOLPH,11/07/2023,voter,SO,DEM,W,NL,M,Age 26 - 40,1,11/27/2023
576950,RANDOLPH,11/07/2023,voter,AW,UNA,O,HL,F,Age 41 - 65,2,11/27/2023
577056,RANDOLPH,11/07/2023,voter,AR,DEM,A,NL,M,Age 41 - 65,2,11/27/2023
577069,RANDOLPH,11/07/2023,voter,ST,DEM,O,HL,F,Age 41 - 65,2,11/27/2023
577160,RANDOLPH,11/07/2023,voter,AW,DEM,B,NL,F,Age 18 - 25,2,11/27/2023
577249,RANDOLPH,11/07/2023,voter,TR,REP,U,NL,U,Age 26 - 40,1,11/27/2023
577306,RANDOLPH,11/07/2023,voter,AE,UNA,B,NL,M,Age 41 - 65,6,11/27/2023
577380,RANDOLPH,11/07/2023,voter,RM,UNA,W,HL,M,Age 18 - 25,1,11/27/2023
577388,RANDOLPH,11/07/2023,voter,RN,DEM,O,UN,F,Age 26 - 40,1,11/27/2023
577465,RANDOLPH,11/07/2023,voter,SW,UNA,A,UN,M,Age Over 66,1,11/27/2023
577672,RANDOLPH,11/07/2023,voter,AN,REP,W,NL,M,Age 26 - 40,37,11/27/2023
577724,RANDOLPH,11/07/2023,voter,SE,DEM,I,UN,M,Age 41 - 65,1,11/27/2023
577735,RANDOLPH,11/07/2023,voter,LB,UNA,B,NL,M,Age 41 - 65,9,11/27/2023
577767,RANDOLPH,11/07/2023,voter,BC,DEM,A,UN,F,Age 18 - 25,1,11/27/2023
577790,RANDOLPH,11/07/2023,voter,AW,REP,W,NL,M,Age 26 - 40,42,11/27/2023
577996,RANDOLPH,11/07/2023,voter,SW,REP,U,UN,F,Age 18 - 25,1,11/27/2023
578085,RANDOLPH,11/07/2023,voter,AR,DEM,M,HL,M,Age 41 - 65,1,11/27/2023
578251,RANDOLPH,11/07/2023,voter,UG,UNA,B,NL,M,Age 41 - 65,1,11/27/2023
578280,RANDOLPH,11/07/2023,voter,SW,DEM,B,UN,F,Age Over 66,2,11/27/2023
578708,RANDOLPH,11/07/2023,voter,AW,DEM,O,HL,F,Age 41 - 65,1,11/27/2023
578898,RANDOLPH,11/07/2023,voter,TR,UNA,O,UN,F,Age 41 - 65,1,11/27/2023
578901,RANDOLPH,11/07/2023,voter,LC,REP,U,UN,F,Age 41 - 65,1,11/27/2023
578941,RANDOLPH,11/07/2023,voter,RN,REP,O,NL,F,Age Over 66,1,11/27/2023
579142,RANDOLPH,11/07/2023,voter,SE,DEM,O,NL,F,Age Over 66,1,11/27/2023
579156,RANDOLPH,11/07/2023,voter,GR,UNA,O,HL,F,Age 41 - 65,1,11/27/2023
579211,RANDOLPH,11/07/2023,voter,AN,DEM,B,UN,F,Age Over 66,7,11/27/2023
579311,RANDOLPH,11/07/2023,voter,RN,REP,U,HL,F,Age 41 - 65,1,11/27/2023
579469,RANDOLPH,11/07/2023,voter,AW,UNA,W,HL,M,Age 26 - 40,1,11/27/2023
579478,RANDOLPH,11/07/2023,voter,GR,REP,W,UN,U,Age 26 - 40,4,11/27/2023
579582,RANDOLPH,11/07/2023,voter,AE,UNA,O,NL,M,Age 41 - 65,1,11/27/2023
579622,RANDOLPH,11/07/2023,voter,DR,UNA,O,HL,M,Age 26 - 40,3,11/27/2023
579623,RANDOLPH,11/07/2023,voter,AE,UNA,W,NL,M,Age 18 - 25,3,11/27/2023
579631,RANDOLPH,11/07/2023,voter,AW,DEM,B,NL,M,Age Over 66,7,11/27/2023
579653,RANDOLPH,11/07/2023,voter,SO,DEM,W,NL,M,Age 26 - 40,6,11/27/2023
579787,RANDOLPH,11/07/2023,voter,AW,REP,W,UN,M,Age 41 - 65,52,11/27/2023
579828,RANDOLPH,11/07/2023,voter,GR,REP,U,NL,M,Age 41 - 65,1,11/27/2023
579838,RANDOLPH,11/07/2023,voter,AN,UNA,B,NL,F,Age 18 - 25,1,11/27/2023
579906,RANDOLPH,11/07/2023,voter,,DEM,O,HL,F,Age 41 - 65,1,11/27/2023
579992,RANDOLPH,11/07/2023,voter,TB,LIB,O,HL,M,Age 41 - 65,1,11/27/2023
580135,RANDOLPH,11/07/2023,voter,AW,REP,W,UN,F,Age 18 - 25,19,11/27/2023
580193,RANDOLPH,11/07/2023,voter,AN,REP,W,UN,F,Age 18 - 25,17,11/27/2023
580389,RANDOLPH,11/07/2023,voter,NM,UNA,O,HL,M,Age 41 - 65,3,11/27/2023
580552,RANDOLPH,11/07/2023,voter,SE,REP,W,UN,F,Age Over 66,31,11/27/2023
580648,RANDOLPH,11/07/2023,voter,AS,UNA,W,UN,F,Age Over 66,15,11/27/2023
580663,RANDOLPH,11/07/2023,voter,AR,REP,U,UN,U,Age Over 66,22,11/27/2023
580805,RANDOLPH,11/07/2023,voter,TR,REP,U,UN,U,Age 41 - 65,19,11/27/2023
580942,RANDOLPH,11/07/2023,voter,RN,REP,O,UN,M,Age 41 - 65,1,11/27/2023
580950,RANDOLPH,11/07/2023,voter,AR,UNA,W,UN,M,Age 26 - 40,15,11/27/2023
581177,RANDOLPH,11/07/2023,voter,RN,UNA,U,NL,F,Age 41 - 65,1,11/27/2023
581332,RANDOLPH,11/07/2023,voter,UG,UNA,O,NL,M,Age 41 - 65,1,11/27/2023
581337,RANDOLPH,11/07/2023,voter,TT,DEM,W,UN,F,Age 41 - 65,8,11/27/2023
581583,RANDOLPH,11/07/2023,voter,TT,DEM,W,UN,M,Age Over 66,5,11/27/2023
581591,RANDOLPH,11/07/2023,voter,AN,DEM,B,NL,M,Age Over 66,5,11/27/2023
581666,RANDOLPH,11/07/2023,voter,TR,LIB,W,HL,F,Age 18 - 25,1,11/27/2023
581717,RANDOLPH,11/07/2023,voter,AW,DEM,O,HL,F,Age Over 66,1,11/27/2023
581801,RANDOLPH,11/07/2023,voter,NM,DEM,B,UN,F,Age 41 - 65,3,11/27/2023
581817,RANDOLPH,11/07/2023,voter,AE,DEM,U,UN,U,Age 18 - 25,7,11/27/2023
581950,RANDOLPH,11/07/2023,voter,AR,DEM,O,UN,M,Age 26 - 40,2,11/27/2023
581974,RANDOLPH,11/07/2023,voter,SO,REP,O,UN,F,Age 18 - 25,2,11/27/2023
581979,RANDOLPH,11/07/2023,voter,AW,UNA,W,NL,U,Age 26 - 40,3,11/27/2023
582000,RANDOLPH,11/07/2023,voter,AR,DEM,A,NL,F,Age 18 - 25,2,11/27/2023
582064,RANDOLPH,11/07/2023,voter,AR,REP,W,NL,U,Age 26 - 40,8,11/27/2023
582148,RANDOLPH,11/07/2023,voter,AE,DEM,W,UN,M,Age 41 - 65,11,11/27/2023
582254,RANDOLPH,11/07/2023,voter,AE,UNA,U,NL,M,Age 18 - 25,1,11/27/2023
582293,RANDOLPH,11/07/2023,voter,AN,REP,O,UN,F,Age 41 - 65,1,11/27/2023
582442,RANDOLPH,11/07/2023,voter,AW,UNA,U,UN,U,Age Over 66,7,11/27/2023
582480,RANDOLPH,11/07/2023,voter,TB,REP,U,UN,F,Age 18 - 25,1,11/27/2023
582488,RANDOLPH,11/07/2023,voter,AW,REP,U,HL,F,Age 41 - 65,2,11/27/2023
582510,RANDOLPH,11/07/2023,voter,AS,UNA,W,NL,M,Age 26 - 40,14,11/27/2023
582569,RANDOLPH,11/07/2023,voter,AE,REP,U,UN,U,Age 41 - 65,8,11/27/2023
582623,RANDOLPH,11/07/2023,voter,SO,UNA,U,UN,F,Age 18 - 25,1,11/27/2023
582755,RANDOLPH,11/07/2023,voter,AR,REP,W,NL,U,Age 41 - 65,7,11/27/2023
582792,RANDOLPH,11/07/2023,voter,LB,DEM,I,NL,M,Age 41 - 65,1,11/27/2023
582824,RANDOLPH,11/07/2023,voter,AS,DEM,B,UN,F,Age 26 - 40,4,11/27/2023
582919,RANDOLPH,11/07/2023,voter,UG,REP,O,HL,M,Age Over 66,1,11/27/2023
582932,RANDOLPH,11/07/2023,voter,AW,DEM,B,UN,M,Age 18 - 25,6,11/27/2023
583017,RANDOLPH,11/07/2023,voter,AR,DEM,O,HL,F,Age 18 - 25,2,11/27/2023
583027,RANDOLPH,11/07/2023,voter,AW,DEM,W,HL,F,Age 26 - 40,1,11/27/2023
583259,RANDOLPH,11/07/2023,voter,AR,LIB,O,NL,F,Age 26 - 40,1,11/27/2023
583311,RANDOLPH,11/07/2023,voter,UG,REP,O,HL,F,Age 18 - 25,4,11/27/2023
583316,RANDOLPH,11/07/2023,voter,AW,REP,U,HL,M,Age Over 66,2,11/27/2023
583323,RANDOLPH,11/07/2023,voter,NM,UNA,A,UN,M,Age 18 - 25,1,11/27/2023
583332,RANDOLPH,11/07/2023,voter,AS,UNA,U,HL,M,Age 41 - 65,1,11/27/2023
583429,RANDOLPH,11/07/2023,voter,RM,LIB,B,UN,F,Age 18 - 25,1,11/27/2023
583482,RANDOLPH,11/07/2023,voter,AR,REP,O,NL,M,Age 18 - 25,1,11/27/2023
583533,RANDOLPH,11/07/2023,voter,RM,UNA,O,HL,F,Age 26 - 40,8,11/27/2023
583666,RANDOLPH,11/07/2023,voter,,DEM,U,UN,U,Age 18 - 25,2,11/27/2023
583842,RANDOLPH,11/07/2023,voter,TR,DEM,W,HL,F,Age 18 - 25,2,11/27/2023
583881,RANDOLPH,11/07/2023,voter,RN,DEM,B,UN,U,Age 41 - 65,1,11/27/2023
583956,RANDOLPH,11/07/2023,voter,TR,REP,W,NL,M,Age 18 - 25,38,11/27/2023
583975,RANDOLPH,11/07/2023,voter,AS,UNA,O,HL,M,Age 18 - 25,4,11/27/2023
583986,RANDOLPH,11/07/2023,voter,RM,LIB,W,NL,M,Age Over 66,1,11/27/2023
584020,RANDOLPH,11/07/2023,voter,AR,DEM,U,UN,M,Age 18 - 25,1,11/27/2023
584067,RANDOLPH,11/07/2023,voter,RN,UNA,M,HL,F,Age 18 - 25,1,11/27/2023
584169,RANDOLPH,11/07/2023,voter,AE,UNA,W,NL,F,Age 41 - 65,64,11/27/2023
584175,RANDOLPH,11/07/2023,voter,RN,DEM,U,UN,U,Age 18 - 25,1,11/27/2023
584217,RANDOLPH,11/07/2023,voter,UG,REP,O,NL,M,Age 41 - 65,3,11/27/2023
584475,RANDOLPH,11/07/2023,voter,TT,DEM,O,HL,F,Age 41 - 65,2,11/27/2023
584517,RANDOLPH,11/07/2023,voter,ST,DEM,W,NL,F,Age 18 - 25,1,11/27/2023
584612,RANDOLPH,11/07/2023,voter,AS,DEM,U,NL,F,Age 41 - 65,1,11/27/2023
584680,RANDOLPH,11/07/2023,voter,SW,REP,A,UN,F,Age 41 - 65,1,11/27/2023
584804,RANDOLPH,11/07/2023,voter,AR,DEM,B,UN,M,Age 41 - 65,5,11/27/2023
584991,RANDOLPH,11/07/2023,voter,AR,DEM,U,UN,U,Age 26 - 40,5,11/27/2023
585057,RANDOLPH,11/07/2023,voter,SO,DEM,U,HL,M,Age 26 - 40,1,11/27/2023
585062,RANDOLPH,11/07/2023,voter,AE,DEM,B,NL,U,Age 26 - 40,1,11/27/2023
585099,RANDOLPH,11/07/2023,voter,AR,UNA,U,UN,F,Age 26 - 40,1,11/27/2023
585106,RANDOLPH,11/07/2023,voter,NM,DEM,W,UN,F,Age 41 - 65,3,11/27/2023
585152,RANDOLPH,11/07/2023,voter,AN,UNA,W,NL,U,Age Over 66,2,11/27/2023
585193,RANDOLPH,11/07/2023,voter,RN,DEM,W,UN,F,Age 26 - 40,5,11/27/2023
585365,RANDOLPH,11/07/2023,voter,RM,UNA,A,NL,M,Age Over 66,1,11/27/2023
585484,RANDOLPH,11/07/2023,voter,SW,REP,U,UN,M,Age Over 66,1,11/27/2023
585502,RANDOLPH,11/07/2023,voter,SW,REP,U,UN,F,Age 41 - 65,3,11/27/2023
585602,RANDOLPH,11/07/2023,voter,RN,UNA,U,UN,U,Age 18 - 25,19,11/27/2023
585656,RANDOLPH,11/07/2023,voter,AN,UNA,M,NL,F,Age 18 - 25,1,11/27/2023
585732,RANDOLPH,11/07/2023,voter,AW,UNA,I,UN,F,Age 41 - 65,1,11/27/2023
585906,RANDOLPH,11/07/2023,voter,TR,UNA,W,NL,M,Age 18 - 25,48,11/27/2023
586010,RANDOLPH,11/07/2023,voter,AR,UNA,U,UN,F,Age Over 66,1,11/27/2023
586019,RANDOLPH,11/07/2023,voter,AE,UNA,W,NL,F,Age 41 - 65,44,11/27/2023
586037,RANDOLPH,11/07/2023,voter,UG,DEM,W,UN,M,Age 41 - 65,14,11/27/2023
586091,RANDOLPH,11/07/2023,voter,,DEM,U,UN,U,Age Over 66,1,11/27/2023
586092,RANDOLPH,11/07/2023,voter,NM,REP,U,HL,M,Age 41 - 65,1,11/27/2023
586241,RANDOLPH,11/07/2023,voter,GR,UNA,U,UN,U,Age Over 66,3,11/27/2023
586289,RANDOLPH,11/07/2023,voter,SO,LIB,B,NL,M,Age 26 - 40,1,11/27/2023
586295,RANDOLPH,11/07/2023,voter,TR,DEM,O,HL,F,Age 18 - 25,2,11/27/2023
586389,RANDOLPH,11/07/2023,voter,AE,DEM,U,HL,M,Age 26 - 40,2,11/27/2023
586543,RANDOLPH,11/07/2023,voter,AN,DEM,A,UN,U,Age 26 - 40,1,11/27/2023
586554,RANDOLPH,11/07/2023,voter,AW,UNA,U,HL,F,Age 26 - 40,6,11/27/2023
586601,RANDOLPH,11/07/2023,voter,GR,NLB,W,NL,F,Age 18 - 25,1,11/27/2023
586644,RANDOLPH,11/07/2023,voter,RN,DEM,W,NL,F,Age 26 - 40,23,11/27/2023
586716,RANDOLPH,11/07/2023,voter,AW,DEM,U,UN,U,Age 41 - 65,2,11/27/2023
586740,RANDOLPH,11/07/2023,voter,UG,UNA,W,NL,M,Age 26 - 40,33,11/27/2023
586812,RANDOLPH,11/07/2023,voter,AW,REP,W,HL,M,Age 41 - 65,1,11/27/2023
586843,RANDOLPH,11/07/2023,voter,ST,UNA,M,HL,F,Age 41 - 65,1,11/27/2023
586933,RANDOLPH,11/07/2023,voter,GR,UNA,W,NL,U,Age 18 - 25,1,11/27/2023
586973,RANDOLPH,11/07/2023,voter,TR,UNA,B,NL,U,Age 26 - 40,1,11/27/2023
587156,RANDOLPH,11/07/2023,voter,RN,UNA,W,NL,F,Age 41 - 65,60,11/27/2023
587270,RANDOLPH,11/07/2023,voter,AR,REP,B,NL,F,Age 18 - 25,1,11/27/2023
587283,RANDOLPH,11/07/2023,voter,TR,UNA,B,UN,F,Age 26 - 40,3,11/27/2023
587509,RANDOLPH,11/07/2023,voter,GR,LIB,W,UN,M,Age Over 66,1,11/27/2023
587526,RANDOLPH,11/07/2023,voter,UG,DEM,W,UN,F,Age 41 - 65,12,11/27/2023
587573,RANDOLPH,11/07/2023,voter,AR,REP,U,HL,F,Age 18 - 25,1,11/27/2023
587609,RANDOLPH,11/07/2023,voter,AR,REP,O,HL,F,Age Over 66,1,11/27/2023
587837,RANDOLPH,11/07/2023,voter,AE,UNA,A,UN,F,Age Over 66,1,11/27/2023
587866,RANDOLPH,11/07/2023,voter,AR,REP,W,HL,M,Age 26 - 40,2,11/27/2023
587963,RANDOLPH,11/07/2023,voter,TR,UNA,W,NL,U,Age 18 - 25,3,11/27/2023
587998,RANDOLPH,11/07/2023,voter,TR,UNA,U,UN,U,Age 18 - 25,13,11/27/2023
588116,RANDOLPH,11/07/2023,voter,LB,UNA,U,UN,F,Age 18 - 25,4,11/27/2023
588192,RANDOLPH,11/07/2023,voter,AS,DEM,W,NL,F,Age Over 66,62,11/27/2023
588272,RANDOLPH,11/07/2023,voter,NM,DEM,W,NL,F,Age 18 - 25,3,11/27/2023
588417,RANDOLPH,11/07/2023,voter,TR,UNA,W,UN,M,Age 41 - 65,40,11/27/2023
588450,RANDOLPH,11/07/2023,voter,AR,UNA,O,HL,F,Age 26 - 40,2,11/27/2023
588494,RANDOLPH,11/07/2023,voter,SW,REP,O,NL,M,Age Over 66,2,11/27/2023
588543,RANDOLPH,11/07/2023,voter,LC,UNA,O,UN,M,Age 26 - 40,2,11/27/2023
588576,RANDOLPH,11/07/2023,voter,TR,REP,W,UN,M,Age 41 - 65,50,11/27/2023
588593,RANDOLPH,11/07/2023,voter,DR,REP,O,HL,M,Age 26 - 40,4,11/27/2023
588626,RANDOLPH,11/07/2023,voter,ST,DEM,B,UN,F,Age 41 - 65,4,11/27/2023
588631,RANDOLPH,11/07/2023,voter,AW,UNA,W,HL,F,Age 26 - 40,2,11/27/2023
588661,RANDOLPH,11/07/2023,voter,UG,UNA,U,HL,M,Age 41 - 65,3,11/27/2023
588686,RANDOLPH,11/07/2023,voter,AN,REP,I,NL,M,Age 41 - 65,1,11/27/2023
588712,RANDOLPH,11/07/2023,voter,AR,UNA,A,NL,F,Age Over 66,1,11/27/2023
588714,RANDOLPH,11/07/2023,voter,AW,DEM,B,NL,M,Age Over 66,7,11/27/2023
588718,RANDOLPH,11/07/2023,voter,TR,UNA,A,UN,M,Age 26 - 40,1,11/27/2023
588773,RANDOLPH,11/07/2023,voter,SE,DEM,B,UN,M,Age 41 - 65,3,11/27/2023
588866,RANDOLPH,11/07/2023,voter,LB,UNA,U,NL,M,Age 26 - 40,2,11/27/2023
588913,RANDOLPH,11/07/2023,voter,TR,UNA,W,NL,F,Age Over 66,68,11/27/2023
588924,RANDOLPH,11/07/2023,voter,AW,DEM,B,NL,F,Age 41 - 65,32,11/27/2023
589032,RANDOLPH,11/07/2023,voter,AR,REP,A,NL,M,Age 18 - 25,2,11/27/2023
589087,RANDOLPH,11/07/2023,voter,LB,DEM,O,NL,M,Age 41 - 65,2,11/27/2023
589118,RANDOLPH,11/07/2023,voter,TB,UNA,O,HL,F,Age 18 - 25,2,11/27/2023
589124,RANDOLPH,11/07/2023,voter,SW,UNA,U,UN,U,Age 41 - 65,5,11/27/2023
589142,RANDOLPH,11/07/2023,voter,DR,REP,U,HL,M,Age 18 - 25,1,11/27/2023
589424,RANDOLPH,11/07/2023,voter,UG,REP,B,NL,M,Age 18 - 25,1,11/27/2023
589489,RANDOLPH,11/07/2023,voter,TR,DEM,A,UN,U,Age Over 66,1,11/27/2023
589492,RANDOLPH,11/07/2023,voter,RM,UNA,A,UN,F,Age 41 - 65,2,11/27/2023
589722,RANDOLPH,11/07/2023,voter,TB,UNA,O,NL,M,Age 26 - 40,2,11/27/2023
589927,RANDOLPH,11/07/2023,voter,RN,REP,U,HL,M,Age 26 - 40,1,11/27/2023
589946,RANDOLPH,11/07/2023,voter,GR,UNA,W,NL,M,Age 26 - 40,53,11/27/2023
590000,RANDOLPH,11/07/2023,voter,TR,REP,W,NL,F,Age 26 - 40,1,11/27/2023
590025,RANDOLPH,11/07/2023,voter,AE,REP,O,HL,F,Age 18 - 25,3,11/27/2023
590241,RANDOLPH,11/07/2023,voter,SE,DEM,W,UN,M,Age 26 - 40,1,11/27/2023
590265,RANDOLPH,11/07/2023,voter,UG,UNA,W,NL,F,Age Over 66,61,11/27/2023
590271,RANDOLPH,11/07/2023,voter,AN,REP,B,UN,F,Age 41 - 65,1,11/27/2023
590629,RANDOLPH,11/07/2023,voter,RN,DEM,B,UN,F,Age 26 - 40,7,11/27/2023
590666,RANDOLPH,11/07/2023,voter,AS,DEM,U,UN,U,Age 26 - 40,3,11/27/2023
590672,RANDOLPH,11/07/2023,voter,RN,UNA,U,UN,U,Age 26 - 40,16,11/27/2023
590910,RANDOLPH,11/07/2023,voter,TR,UNA,I,NL,M,Age Over 66,1,11/27/2023
591039,RANDOLPH,11/07/2023,voter,ST,DEM,B,NL,M,Age 41 - 65,13,11/27/2023
591124,RANDOLPH,11/07/2023,voter,UG,DEM,W,HL,F,Age 41 - 65,1,11/27/2023
591183,RANDOLPH,11/07/2023,voter,SW,REP,A,UN,F,Age 26 - 40,1,11/27/2023
591264,RANDOLPH,11/07/2023,voter,LC,UNA,A,UN,U,Age 26 - 40,1,11/27/2023
591462,RANDOLPH,11/07/2023,voter,BC,REP,O,UN,M,Age 18 - 25,1,11/27/2023
591514,RANDOLPH,11/07/2023,voter,AE,DEM,O,UN,M,Age 41 - 65,2,11/27/2023
591613,RANDOLPH,11/07/2023,voter,TR,UNA,M,NL,M,Age 41 - 65,1,11/27/2023
591688,RANDOLPH,11/07/2023,voter,TB,REP,W,UN,M,Age 26 - 40,41,11/27/2023
591785,RANDOLPH,11/07/2023,voter,AN,UNA,W,NL,U,Age 26 - 40,5,11/27/2023
591829,RANDOLPH,11/07/2023,voter,DR,DEM,B,UN,F,Age 18 - 25,1,11/27/2023
591899,RANDOLPH,11/07/2023,voter,AW,UNA,U,HL,F,Age 18 - 25,4,11/27/2023
591951,RANDOLPH,11/07/2023,voter,RM,REP,U,UN,U,Age 18 - 25,4,11/27/2023
592230,RANDOLPH,11/07/2023,voter,SO,DEM,U,UN,M,Age 41 - 65,2,11/27/2023
592236,RANDOLPH,11/07/2023,voter,TR,REP,A,UN,F,Age 26 - 40,1,11/27/2023
592354,RANDOLPH,11/07/2023,voter,TR,REP,O,NL,M,Age 18 - 25,2,11/27/2023
592415,RANDOLPH,11/07/2023,voter,DR,LIB,W,UN,F,Age 41 - 65,1,11/27/2023
592447,RANDOLPH,11/07/2023,voter,AR,LIB,W,NL,F,Age 18 - 25,4,11/27/2023
592601,RANDOLPH,11/07/2023,voter,BC,UNA,W,UN,F,Age Over 66,20,11/27/2023
592638,RANDOLPH,11/07/2023,voter,RM,DEM,W,NL,M,Age 18 - 25,5,11/27/2023
592659,RANDOLPH,11/07/2023,voter,AE,REP,W,UN,M,Age 26 - 40,26,11/27/2023
592671,RANDOLPH,11/07/2023,voter,AE,DEM,O,NL,F,Age 26 - 40,1,11/27/2023
592770,RANDOLPH,11/07/2023,voter,AS,REP,M,HL,F,Age 18 - 25,1,11/27/2023
592792,RANDOLPH,11/07/2023,voter,AN,UNA,U,UN,U,Age 41 - 65,24,11/27/2023
592842,RANDOLPH,11/07/2023,voter,,REP,O,HL,M,Age 26 - 40,2,11/27/2023
592884,RANDOLPH,11/07/2023,voter,AW,DEM,O,HL,M,Age 18 - 25,17,11/27/2023
592987,RANDOLPH,11/07/2023,voter,AW,REP,W,UN,F,Age 18 - 25,19,11/27/2023
593078,RANDOLPH,11/07/2023,voter,UG,UNA,W,UN,F,Age 18 - 25,38,11/27/2023
593468,RANDOLPH,11/07/2023,voter,UG,DEM,W,NL,F,Age 18 - 25,3,11/27/2023
593733,RANDOLPH,11/07/2023,voter,UG,REP,W,NL,U,Age 26 - 40,4,11/27/2023
593805,RANDOLPH,11/07/2023,voter,TR,UNA,O,UN,F,Age 26 - 40,3,11/27/2023
593806,RANDOLPH,11/07/2023,voter,UG,UNA,U,UN,F,Age 41 - 65,2,11/27/2023
593919,RANDOLPH,11/07/2023,voter,,REP,W,NL,F,Age 41 - 65,233,11/27/2023
593924,RANDOLPH,11/07/2023,voter,DR,DEM,B,UN,M,Age Over 66,1,11/27/2023
593925,RANDOLPH,11/07/2023,voter,NM,LIB,W,UN,M,Age 18 - 25,1,11/27/2023
594068,RANDOLPH,11/07/2023,voter,,DEM,B,UN,F,Age 41 - 65,4,11/27/2023
594082,RANDOLPH,11/07/2023,voter,TB,UNA,B,NL,M,Age 26 - 40,1,11/27/2023
594271,RANDOLPH,11/07/2023,voter,TR,UNA,B,NL,U,Age 41 - 65,1,11/27/2023
594286,RANDOLPH,11/07/2023,voter,RM,REP,W,UN,M,Age 26 - 40,37,11/27/2023
594287,RANDOLPH,11/07/2023,voter,TT,UNA,W,NL,U,Age 18 - 25,1,11/27/2023
594288,RANDOLPH,11/07/2023,voter,DR,LIB,W,NL,M,Age 41 - 65,1,11/27/2023
594365,RANDOLPH,11/07/2023,voter,AE,UNA,B,UN,F,Age 26 - 40,21,11/27/2023
594404,RANDOLPH,11/07/2023,voter,AW,UNA,B,UN,F,Age 41 - 65,11,11/27/2023
594490,RANDOLPH,11/07/2023,voter,SE,DEM,W,NL,F,Age 18 - 25,1,11/27/2023
594644,RANDOLPH,11/07/2023,voter,AN,DEM,W,NL,U,Age 26 - 40,3,11/27/2023
594652,RANDOLPH,11/07/2023,voter,DR,REP,U,UN,M,Age 18 - 25,2,11/27/2023
594683,RANDOLPH,11/07/2023,voter,AS,REP,O,HL,F,Age 18 - 25,1,11/27/2023
594698,RANDOLPH,11/07/2023,voter,LC,UNA,B,NL,U,Age 41 - 65,1,11/27/2023
594789,RANDOLPH,11/07/2023,voter,BC,UNA,U,UN,M,Age 18 - 25,3,11/27/2023
594813,RANDOLPH,11/07/2023,voter,AE,REP,U,UN,F,Age 26 - 40,1,11/27/2023
595051,RANDOLPH,11/07/2023,voter,RN,REP,U,UN,U,Age 18 - 25,2,11/27/2023
595104,RANDOLPH,11/07/2023,voter,NM,UNA,W,HL,M,Age 41 - 65,1,11/27/2023
595147,RANDOLPH,11/07/2023,voter,ST,UNA,M,NL,F,Age 18 - 25,1,11/27/2023
595148,RANDOLPH,11/07/2023,voter,AN,DEM,B,UN,F,Age Over 66,1,11/27/2023
595252,RANDOLPH,11/07/2023,voter,AW,DEM,B,NL,M,Age 41 - 65,14,11/27/2023
595278,RANDOLPH,11/07/2023,voter,AS,DEM,W,UN,M,Age 41 - 65,9,11/27/2023
595348,RANDOLPH,11/07/2023,voter,AE,DEM,B,NL,U,Age 18 - 25,1,11/27/2023
595476,RANDOLPH,11/07/2023,voter,TB,REP,I,UN,M,Age 41 - 65,1,11/27/2023
595478,RANDOLPH,11/07/2023,voter,AE,UNA,B,NL,M,Age 26 - 40,14,11/27/2023
595489,RANDOLPH,11/07/2023,voter,TR,DEM,U,UN,F,Age Over 66,2,11/27/2023
595523,RANDOLPH,11/07/2023,voter,AS,UNA,W,NL,U,Age 41 - 65,3,11/27/2023
595744,RANDOLPH,11/07/2023,voter,UG,UNA,I,NL,M,Age 41 - 65,1,11/27/2023
595792,RANDOLPH,11/07/2023,voter,LC,UNA,W,NL,U,Age 26 - 40,5,11/27/2023
595845,RANDOLPH,11/07/2023,voter,AR,LIB,B,NL,F,Age 26 - 40,1,11/27/2023
595861,RANDOLPH,11/07/2023,voter,ST,REP,W,NL,F,Age Over 66,144,11/27/2023
595862,RANDOLPH,11/07/2023,voter,AE,DEM,B,NL,M,Age 26 - 40,16,11/27/2023
595883,RANDOLPH,11/07/2023,voter,AE,UNA,W,NL,M,Age 26 - 40,25,11/27/2023
595981,RANDOLPH,11/07/2023,voter,AS,REP,U,UN,U,Age Over 66,4,11/27/2023
